id_cliente,genero,idoso,casado,dependentes,meses_cliente,servico_de_telefone,varias_linhas,servico_de_internet,seguranca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv,streaming_de_filmes,contrato,fatura_sem_papel,forma_de_pagamento,cobrancas_mensais,custos_totais,cancelou
5504-WSIUR,feminino,nao,nao,nao,70,sim,sim,fibra optica,nao,sim,sim,sim,nao,nao,anual,sim,transferencia bancaria,90.25,6385.95,nao
8183-ONMXC,feminino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,80.75,159.45,sim
8466-PZBLH,masculino,nao,sim,sim,67,sim,sim,fibra optica,sim,nao,nao,sim,sim,sim,bianual,nao,transferencia bancaria,104.6,6885.75,nao
9614-RMGHA,masculino,nao,sim,nao,65,sim,sim,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,transferencia bancaria,91.85,5940.85,sim
8735-IJJEG,masculino,nao,sim,nao,14,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mensal,nao,cartao de credito,50.2,668.85,nao
0564-MUUQK,feminino,nao,sim,sim,20,sim,sim,fibra optica,nao,nao,sim,sim,nao,sim,mensal,sim,transferencia bancaria,95.5,1916.2,nao
5054-IEXZT,masculino,nao,nao,sim,1,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,75.35,75.35,sim
5834-ASPWA,masculino,nao,nao,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,75.45,75.45,sim
0701-RFGFI,feminino,nao,sim,sim,49,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia bancaria,95.4,4613.95,nao
0019-EFAEP,feminino,nao,nao,nao,72,sim,sim,fibra optica,sim,sim,sim,nao,sim,nao,bianual,sim,transferencia bancaria,101.3,7261.25,nao
5619-PTMIK,feminino,nao,sim,nao,46,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,53.1,2459.8,nao
3737-XBQDD,masculino,nao,nao,nao,24,sim,sim,fibra optica,nao,sim,sim,nao,nao,nao,mensal,sim,transferencia bancaria,84.85,2048.8,nao
5882-CMAZQ,feminino,nao,sim,sim,5,nao,nao,DSL,nao,sim,nao,sim,nao,nao,mensal,nao,cheque eletronico,34.25,163.55,nao
5846-QFDFI,feminino,nao,sim,sim,33,sim,sim,fibra optica,nao,sim,sim,sim,nao,nao,mensal,nao,cartao de credito,88.6,2888.7,nao
4445-KWOKW,feminino,nao,nao,nao,42,sim,sim,DSL,sim,sim,nao,nao,nao,nao,anual,sim,transferencia bancaria,60.15,2421.6,nao
3511-APPBJ,masculino,nao,nao,nao,23,sim,nao,fibra optica,sim,nao,sim,nao,sim,sim,anual,sim,cartao de credito,99.95,2292.75,nao
7967-HYCDE,masculino,nao,nao,nao,8,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,70.7,553.4,nao
2430-RRYUW,masculino,nao,nao,nao,66,sim,nao,DSL,sim,sim,nao,nao,nao,nao,anual,sim,cheque,54.8,3465.7,nao
3948-XHGNA,masculino,nao,nao,nao,24,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,49.55,1210.4,sim
3723-BFBGR,masculino,sim,nao,nao,24,sim,sim,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,cartao de credito,54.8,1291.3,nao
0565-IYCGT,masculino,nao,nao,nao,69,sim,sim,DSL,sim,sim,sim,sim,nao,sim,anual,sim,cartao de credito,78.6,5356.45,sim
5447-WZAFP,feminino,nao,nao,nao,53,sim,nao,fibra optica,nao,sim,sim,nao,sim,sim,anual,sim,cheque,100.3,5200.8,nao
5110-CHOPY,feminino,nao,nao,nao,60,nao,nao,DSL,sim,nao,sim,nao,sim,sim,bianual,nao,cheque eletronico,53.6,3237.05,nao
5445-UTODQ,feminino,nao,sim,nao,7,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,81.1,576.65,sim
4425-OWHWB,feminino,nao,nao,nao,20,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cartao de credito,19.35,433.75,nao
7892-QVYKW,feminino,nao,sim,sim,23,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,85.6,1868.4,nao
9675-ICXCT,masculino,nao,sim,sim,72,sim,nao,DSL,sim,nao,sim,sim,sim,sim,bianual,sim,cheque eletronico,80.8,5728.55,nao
1024-VRZHF,masculino,nao,sim,nao,11,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.95,825.7,sim
4703-MQYKT,masculino,nao,nao,nao,21,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.6,390.4,nao
9497-QCMMS,masculino,sim,nao,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,93.55,93.55,sim
5692-ICXLW,masculino,sim,nao,nao,31,sim,sim,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,cheque eletronico,90.7,2845.15,nao
0602-DDUML,feminino,nao,nao,nao,57,sim,nao,DSL,nao,sim,sim,sim,sim,nao,bianual,nao,cheque,69.75,3894.4,nao
2208-MPXIO,feminino,nao,sim,sim,45,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,sim,transferencia bancaria,20.0,886.4,nao
1960-UYCNN,masculino,nao,nao,nao,10,sim,sim,fibra optica,nao,sim,sim,nao,nao,sim,mensal,sim,cheque eletronico,95.25,1021.55,nao
0348-SDKOL,feminino,nao,sim,nao,58,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,mensal,sim,cartao de credito,102.1,5885.4,sim
3190-FZATL,masculino,nao,nao,sim,14,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.95,268.4,nao
7336-RLLRH,masculino,nao,sim,nao,27,sim,sim,DSL,sim,nao,nao,sim,sim,sim,anual,nao,cheque,80.85,2204.35,nao
4373-MAVJG,feminino,nao,sim,sim,14,sim,sim,fibra optica,nao,sim,nao,nao,nao,sim,mensal,sim,transferencia bancaria,90.9,1259.0,sim
8901-HJXTF,feminino,nao,sim,sim,12,nao,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,cheque,29.2,309.1,sim
7710-JSYOA,feminino,nao,sim,sim,69,sim,sim,fibra optica,nao,sim,nao,sim,nao,sim,bianual,sim,transferencia bancaria,93.3,6398.05,nao
5419-KLXBN,feminino,nao,sim,sim,25,sim,nao,fibra optica,nao,sim,sim,nao,sim,nao,mensal,sim,transferencia bancaria,89.15,2257.75,sim
3424-NMNBO,masculino,sim,sim,nao,58,sim,sim,fibra optica,sim,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,108.85,6287.25,sim
9885-MFVSU,feminino,nao,sim,sim,35,nao,nao,DSL,sim,nao,nao,sim,sim,nao,bianual,sim,cartao de credito,46.35,1662.05,nao
4514-GFCFI,feminino,sim,nao,nao,16,sim,sim,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,84.75,1350.15,sim
0607-MVMGC,masculino,nao,sim,sim,45,sim,sim,DSL,nao,sim,sim,nao,sim,sim,anual,nao,cartao de credito,78.75,3600.65,nao
3365-SAIGS,feminino,nao,nao,nao,17,sim,nao,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,cheque eletronico,83.55,1329.15,nao
9828-AOQLM,feminino,nao,sim,sim,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,45.7,45.7,sim
8022-BECSI,masculino,nao,nao,nao,22,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,19.6,422.5,nao
8000-REIQB,feminino,sim,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,69.95,69.95,sim
9993-LHIEB,masculino,nao,sim,sim,67,sim,nao,DSL,sim,nao,sim,sim,nao,sim,bianual,nao,cheque,67.85,4627.65,nao
0266-CLZKZ,feminino,nao,sim,sim,67,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,bianual,sim,transferencia bancaria,105.65,6717.9,nao
7615-ESMYF,feminino,nao,sim,nao,2,nao,nao,DSL,nao,nao,nao,nao,sim,sim,mensal,nao,cheque eletronico,44.6,97.1,sim
3858-VOBET,masculino,nao,nao,nao,23,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.95,1710.45,sim
7020-OZKXZ,feminino,sim,nao,nao,9,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,mensal,nao,cartao de credito,75.5,637.4,nao
3977-QCRSL,feminino,nao,nao,nao,5,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.15,117.95,nao
0017-DINOC,masculino,nao,nao,nao,54,nao,nao,DSL,sim,nao,nao,sim,sim,nao,bianual,nao,cartao de credito,45.2,2460.55,nao
1447-PJGGA,feminino,nao,nao,nao,57,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,bianual,sim,cheque eletronico,95.25,5464.65,sim
8565-CLBZW,masculino,nao,nao,nao,24,sim,sim,fibra optica,nao,nao,sim,nao,sim,nao,mensal,sim,cheque,89.85,2165.05,sim
9139-WQQDY,feminino,nao,sim,sim,49,sim,sim,fibra optica,nao,sim,nao,nao,sim,sim,anual,nao,cheque,100.45,4941.8,sim
0224-HJAPT,masculino,nao,nao,nao,5,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,47.15,223.15,sim
8086-OVPWV,masculino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,80.2,181.1,sim
9430-FRQOC,feminino,nao,nao,sim,4,sim,sim,fibra optica,nao,nao,sim,sim,nao,nao,mensal,sim,cheque,87.1,341.45,sim
7639-OPLNG,masculino,nao,sim,sim,70,sim,sim,DSL,sim,sim,sim,sim,sim,nao,bianual,sim,transferencia bancaria,79.25,5731.85,nao
3074-GQWYX,masculino,nao,nao,nao,5,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,75.9,357.75,sim
1492-QGCLU,masculino,nao,sim,sim,53,sim,sim,DSL,sim,nao,sim,sim,sim,sim,mensal,nao,cheque eletronico,85.7,4616.1,nao
6845-RGTYS,feminino,nao,sim,nao,47,sim,sim,fibra optica,sim,sim,sim,nao,sim,nao,mensal,sim,cheque eletronico,98.75,4533.7,sim
7328-OWMOM,feminino,nao,nao,sim,31,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cartao de credito,20.1,589.25,nao
4418-LZMSV,masculino,nao,sim,sim,13,sim,nao,DSL,nao,sim,sim,sim,nao,nao,mensal,nao,transferencia bancaria,61.8,750.1,nao
5155-AZQPB,feminino,nao,sim,sim,28,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,49.9,1410.25,nao
8861-HGGKB,feminino,nao,nao,nao,10,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,86.45,830.85,sim
1087-GRUYI,masculino,nao,sim,nao,38,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,20.4,743.5,nao
7065-YUNRY,feminino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,45.3,45.3,sim
7694-VLBWQ,masculino,nao,sim,nao,67,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,anual,nao,cheque eletronico,104.1,7040.85,sim
2546-KZAAT,masculino,nao,sim,nao,52,sim,nao,DSL,sim,sim,nao,nao,sim,sim,anual,sim,cheque,75.4,3865.45,nao
0181-RITDD,masculino,nao,sim,sim,62,sim,nao,fibra optica,sim,sim,sim,sim,sim,sim,bianual,nao,cheque,108.15,6825.65,nao
5989-PGKJB,feminino,nao,nao,nao,16,sim,nao,fibra optica,nao,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,86.25,1340.1,nao
4795-KTRTH,feminino,sim,sim,nao,5,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,81.0,371.65,sim
8272-ONJLV,masculino,nao,nao,nao,12,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,anual,nao,cheque eletronico,95.7,1184.0,nao
1488-PBLJN,feminino,nao,sim,sim,72,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,116.85,8477.7,nao
0308-GIQJT,masculino,sim,nao,nao,71,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,anual,nao,transferencia bancaria,105.75,7382.85,nao
3778-FOAQW,feminino,nao,sim,nao,24,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,20.15,456.85,nao
4452-ROHMO,feminino,nao,nao,nao,15,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.6,331.6,nao
6481-OGDOO,masculino,nao,sim,nao,67,sim,nao,fibra optica,sim,sim,nao,nao,nao,sim,anual,sim,cartao de credito,90.6,6056.15,sim
3090-LETTY,masculino,nao,nao,sim,2,sim,sim,DSL,sim,sim,nao,nao,nao,nao,mensal,nao,transferencia bancaria,60.95,134.6,nao
5349-AZPEW,feminino,nao,sim,sim,5,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,25.05,125.5,nao
3753-TSEMP,feminino,nao,sim,nao,15,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,nao,cheque eletronico,88.15,1390.6,sim
8305-VHZBZ,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.2,20.2,sim
9720-JJJOR,masculino,nao,sim,sim,41,sim,nao,DSL,sim,sim,sim,nao,nao,nao,anual,sim,transferencia bancaria,60.3,2511.3,nao
8100-HZZLJ,feminino,nao,nao,sim,43,sim,nao,DSL,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,63.95,2737.05,nao
8775-ERLNB,masculino,sim,sim,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,74.3,74.3,nao
8309-IEYJD,feminino,sim,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,70.6,70.6,nao
9172-JITSM,feminino,nao,sim,sim,26,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,90.8,2361.8,sim
6298-QDFNH,masculino,nao,nao,nao,22,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,79.35,1730.35,sim
7398-HPYZQ,masculino,nao,sim,nao,71,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,90.55,6404.0,nao
3546-GHEAE,masculino,nao,nao,nao,7,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.45,165.35,nao
7361-YPXFS,feminino,sim,nao,nao,28,sim,sim,DSL,nao,sim,sim,sim,nao,nao,mensal,nao,transferencia bancaria,64.45,1867.6,nao
6557-BZXLQ,masculino,sim,nao,nao,16,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,69.65,1043.3,nao
2550-QHZGP,masculino,nao,nao,nao,7,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,19.5,128.6,nao
7519-JTWQH,feminino,nao,nao,nao,69,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,110.5,7455.45,nao
2538-OIMXF,feminino,nao,nao,sim,1,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,24.7,24.7,nao
8543-MSDMF,masculino,nao,nao,nao,3,sim,nao,DSL,sim,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,77.4,206.15,nao
9961-JBNMK,masculino,sim,nao,nao,21,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,transferencia bancaria,96.8,2030.3,sim
1170-SASML,feminino,nao,sim,nao,69,sim,sim,fibra optica,nao,sim,sim,nao,nao,nao,mensal,sim,transferencia bancaria,85.4,5869.4,nao
4872-JCVCA,feminino,nao,sim,nao,71,nao,nao,DSL,sim,sim,sim,sim,nao,nao,bianual,sim,transferencia bancaria,47.6,3377.8,nao
5346-BZCHP,feminino,nao,sim,sim,69,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.4,1346.2,nao
2038-LLMLM,feminino,nao,nao,nao,48,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,103.85,4946.05,nao
6173-ITPWD,masculino,nao,sim,nao,47,sim,sim,fibra optica,nao,sim,sim,nao,nao,nao,mensal,sim,transferencia bancaria,83.35,4065.0,sim
9734-UYXQI,feminino,nao,nao,nao,2,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,49.4,106.55,sim
1216-BGTSP,masculino,nao,nao,nao,45,sim,sim,fibra optica,sim,nao,sim,sim,sim,sim,mensal,sim,cartao de credito,108.45,4964.7,nao
4138-NAXED,masculino,nao,nao,nao,51,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,nao,transferencia bancaria,81.0,4085.75,nao
2189-UXTKY,feminino,nao,sim,nao,22,sim,sim,DSL,sim,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,79.2,1742.75,sim
0744-BIKKF,masculino,nao,nao,nao,72,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,86.65,6224.8,nao
7483-IQWIB,masculino,nao,sim,sim,37,sim,sim,fibra optica,nao,sim,sim,nao,sim,nao,mensal,sim,cheque eletronico,92.95,3415.25,nao
5248-KWLAR,masculino,nao,sim,sim,71,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,cheque eletronico,90.35,6325.25,nao
4958-GZWIY,masculino,nao,sim,sim,7,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,48.7,340.25,sim
7996-MHXLW,feminino,nao,nao,nao,66,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,25.15,1683.6,nao
7833-PKIHD,masculino,nao,sim,sim,51,sim,nao,DSL,sim,nao,nao,sim,sim,sim,anual,sim,transferencia bancaria,76.4,3966.3,nao
7061-OVMIM,feminino,nao,sim,sim,30,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,transferencia bancaria,19.55,608.5,nao
5153-RTHKF,feminino,nao,nao,nao,34,sim,sim,fibra optica,nao,nao,nao,nao,sim,nao,mensal,nao,cheque eletronico,85.35,2896.6,nao
1852-QSWCD,masculino,nao,sim,sim,64,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cheque,24.8,1514.85,nao
4832-VRBMR,masculino,sim,sim,nao,65,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,anual,sim,transferencia bancaria,103.15,6792.45,nao
9079-LWTFD,masculino,nao,nao,nao,47,sim,sim,fibra optica,sim,sim,nao,sim,sim,nao,mensal,nao,cheque,100.75,4669.2,nao
6356-ELRKD,feminino,nao,nao,nao,1,sim,nao,fibra optica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,95.6,95.6,sim
8624-GIOUT,feminino,nao,nao,nao,49,sim,sim,DSL,sim,sim,nao,nao,nao,nao,mensal,sim,cartao de credito,59.75,2934.3,sim
3392-EHMNK,feminino,nao,sim,sim,67,sim,sim,fibra optica,nao,sim,nao,sim,sim,nao,bianual,nao,cartao de credito,94.1,6302.8,nao
5986-WWXDV,masculino,nao,nao,sim,39,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,transferencia bancaria,19.35,779.2,nao
3061-BCKYI,masculino,nao,nao,nao,14,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.9,283.75,nao
6179-GJPSO,feminino,sim,nao,nao,43,sim,nao,fibra optica,sim,sim,nao,sim,sim,sim,mensal,sim,cartao de credito,108.15,4600.7,sim
7901-TBKJX,masculino,sim,nao,nao,56,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,101.05,5594.0,nao
7228-PAQPD,feminino,nao,nao,nao,14,sim,nao,DSL,nao,nao,nao,sim,nao,sim,anual,nao,cartao de credito,59.1,772.85,nao
3177-LASXD,feminino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,71.35,71.35,sim
7746-QYVCO,masculino,nao,sim,sim,16,sim,nao,DSL,sim,sim,nao,nao,nao,nao,anual,sim,cheque,55.85,857.8,nao
5804-HYIEZ,masculino,nao,sim,sim,70,sim,sim,fibra optica,sim,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,106.05,7554.05,nao
9919-FZDED,masculino,sim,sim,nao,72,sim,sim,DSL,sim,sim,sim,nao,sim,sim,bianual,sim,cartao de credito,84.1,5981.65,nao
5934-TSSAU,feminino,nao,sim,sim,23,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,mensal,sim,cartao de credito,75.3,1702.9,nao
3486-KHMLI,masculino,nao,nao,sim,21,sim,sim,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,24.7,467.15,nao
4897-QSUYC,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.15,20.15,sim
1084-UQCHV,masculino,nao,nao,sim,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,69.75,69.75,sim
8290-YWKHZ,feminino,sim,sim,nao,32,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,93.2,2931.0,sim
2955-BJZHG,masculino,nao,sim,sim,17,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,nao,cheque eletronico,80.85,1400.85,sim
3806-DXQOM,feminino,nao,nao,nao,4,nao,nao,DSL,sim,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,33.65,137.85,sim
6784-XYJAE,feminino,nao,nao,nao,36,sim,sim,DSL,nao,nao,sim,nao,nao,nao,anual,nao,cheque eletronico,55.8,1941.5,nao
3933-DQPWX,feminino,nao,nao,nao,50,nao,nao,DSL,nao,sim,sim,sim,nao,nao,bianual,nao,cartao de credito,39.7,1932.75,nao
6661-EIPZC,feminino,nao,sim,sim,48,nao,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,sim,cartao de credito,29.5,1423.05,nao
8957-THMOA,feminino,nao,nao,sim,50,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,20.15,970.85,nao
2251-PYLPB,masculino,nao,sim,nao,72,sim,sim,DSL,sim,sim,sim,sim,nao,sim,bianual,nao,cartao de credito,79.55,5810.9,nao
5555-RNPGT,masculino,nao,nao,sim,10,sim,sim,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,24.8,223.9,nao
1057-FOGLZ,feminino,nao,nao,nao,18,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.65,391.7,nao
9300-RENDD,masculino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,79.95,79.95,sim
0761-AETCS,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,19.3,19.3,sim
8087-LGYHQ,masculino,nao,nao,nao,9,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,94.05,811.65,nao
4137-BTIKL,masculino,nao,nao,nao,2,sim,sim,fibra optica,sim,nao,nao,nao,nao,sim,mensal,nao,cheque,90.75,174.75,nao
2190-BCXEC,feminino,nao,sim,nao,40,sim,sim,fibra optica,nao,nao,nao,sim,nao,nao,mensal,sim,cartao de credito,78.85,3126.85,nao
6227-FBDXH,masculino,nao,sim,nao,69,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,anual,nao,transferencia bancaria,99.5,6841.45,nao
2153-MREFK,feminino,nao,sim,nao,37,sim,sim,fibra optica,sim,nao,sim,sim,nao,sim,anual,sim,cheque eletronico,99.2,3754.6,sim
2911-WDXMV,masculino,nao,nao,sim,18,sim,sim,fibra optica,nao,nao,sim,nao,nao,nao,mensal,sim,cartao de credito,80.55,1406.65,nao
7206-PQBBZ,masculino,sim,sim,nao,11,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,70.2,834.7,nao
3106-ULWFW,feminino,nao,sim,nao,8,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cartao de credito,85.2,627.4,sim
0925-VYDLG,feminino,nao,nao,nao,3,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,75.25,242.0,sim
4547-FZJWE,masculino,nao,sim,sim,55,sim,nao,DSL,sim,nao,nao,nao,nao,sim,anual,nao,cartao de credito,59.45,3157.0,nao
7422-WNBTY,masculino,nao,sim,nao,33,sim,sim,fibra optica,nao,sim,sim,nao,nao,sim,mensal,sim,cheque eletronico,93.35,3092.0,nao
0842-IWYCP,feminino,nao,nao,nao,46,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,44.95,2168.9,nao
3521-HTQTV,masculino,nao,nao,nao,34,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,26.1,980.35,nao
3744-ZBHON,feminino,nao,nao,nao,3,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,20.2,65.95,nao
3373-DIUUN,masculino,nao,sim,sim,30,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,21.25,711.9,nao
8383-SGHJU,feminino,nao,nao,nao,33,sim,sim,DSL,sim,nao,nao,sim,nao,nao,anual,nao,cheque eletronico,59.4,1952.8,nao
7607-QKKTJ,masculino,nao,sim,sim,45,sim,sim,fibra optica,nao,sim,sim,nao,nao,sim,anual,sim,cartao de credito,95.0,4368.85,nao
7707-PYBBH,masculino,nao,nao,nao,40,sim,nao,DSL,sim,sim,nao,sim,nao,nao,mensal,sim,cheque,61.9,2647.1,nao
8984-HPEMB,feminino,nao,nao,nao,71,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,cheque eletronico,118.65,8477.6,nao
4349-GFQHK,masculino,nao,nao,nao,1,sim,sim,DSL,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,54.35,54.35,sim
4139-DETXS,feminino,nao,sim,sim,72,nao,nao,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,64.45,4528.0,nao
9779-DPNEJ,feminino,nao,sim,sim,22,sim,nao,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,80.15,1790.65,nao
9805-FILKB,masculino,nao,sim,sim,46,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,transferencia bancaria,20.2,845.6,nao
5793-YOLJN,feminino,nao,sim,sim,55,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,21.0,1210.3,nao
0673-IGUQO,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.45,20.45,nao
4123-FCVCB,feminino,nao,nao,nao,12,sim,sim,DSL,nao,nao,nao,sim,sim,sim,anual,sim,cheque,75.85,854.45,nao
