idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
26.0,unemployed,single,secondary,632.0,no,no,12.0,feb,218.0,1.0,yes
41.0,management,married,tertiary,27696.0,no,no,12.0,feb,138.0,2.0,yes
47.0,blue-collar,married,secondary,3715.0,no,no,12.0,feb,171.0,2.0,yes
52.0,management,married,tertiary,4675.0,no,no,12.0,feb,181.0,3.0,yes
32.0,technician,married,secondary,3271.0,no,no,12.0,feb,375.0,1.0,yes
21.0,student,single,secondary,123.0,no,no,12.0,feb,379.0,5.0,yes
54.0,technician,married,secondary,10185.0,no,no,12.0,feb,251.0,1.0,yes
29.0,management,single,tertiary,1026.0,no,no,12.0,feb,138.0,2.0,yes
32.0,management,married,tertiary,905.0,no,no,12.0,feb,666.0,4.0,yes
38.0,services,married,secondary,775.0,no,no,12.0,feb,1835.0,3.0,yes
48.0,unemployed,married,secondary,926.0,no,no,15.0,feb,382.0,4.0,yes
46.0,management,married,tertiary,349.0,no,no,15.0,feb,295.0,2.0,yes
32.0,technician,married,secondary,484.0,yes,no,15.0,feb,83.0,6.0,yes
49.0,services,married,primary,1830.0,yes,no,15.0,feb,136.0,1.0,yes
37.0,management,married,tertiary,2987.0,yes,no,15.0,feb,93.0,1.0,yes
37.0,technician,single,tertiary,197.0,no,no,15.0,feb,531.0,1.0,yes
23.0,student,single,secondary,431.0,no,no,15.0,feb,201.0,3.0,yes
58.0,admin.,married,secondary,169.0,no,no,15.0,feb,216.0,1.0,yes
45.0,management,married,tertiary,226.0,yes,no,15.0,feb,91.0,4.0,yes
30.0,unemployed,single,secondary,2424.0,no,no,15.0,feb,337.0,1.0,yes
23.0,student,single,secondary,1234.0,no,no,15.0,feb,379.0,1.0,yes
34.0,management,married,tertiary,271.0,yes,no,15.0,feb,308.0,1.0,yes
27.0,management,single,tertiary,-69.0,yes,no,15.0,feb,205.0,3.0,yes
28.0,student,single,tertiary,1562.0,no,no,15.0,feb,659.0,4.0,yes
61.0,self-employed,divorced,tertiary,52587.0,no,no,15.0,feb,394.0,3.0,yes
27.0,blue-collar,single,secondary,535.0,no,no,15.0,feb,171.0,1.0,yes
34.0,management,single,tertiary,2159.0,no,no,18.0,feb,386.0,1.0,yes
52.0,technician,married,secondary,195.0,yes,no,18.0,feb,220.0,1.0,yes
28.0,technician,single,secondary,154.0,yes,no,18.0,feb,416.0,2.0,yes
35.0,management,single,tertiary,681.0,no,no,18.0,feb,737.0,1.0,yes
66.0,retired,married,secondary,2326.0,no,yes,18.0,feb,232.0,1.0,yes
52.0,services,married,secondary,961.0,no,yes,18.0,feb,222.0,1.0,yes
26.0,admin.,single,tertiary,2532.0,yes,yes,18.0,feb,269.0,1.0,yes
38.0,management,single,tertiary,455.0,yes,no,19.0,feb,255.0,2.0,yes
59.0,self-employed,married,tertiary,2013.0,no,no,19.0,feb,222.0,4.0,yes
47.0,blue-collar,married,secondary,1568.0,yes,no,19.0,feb,388.0,1.0,yes
22.0,student,single,,1215.0,no,no,19.0,feb,145.0,3.0,yes
82.0,retired,married,secondary,121.0,no,no,19.0,feb,330.0,1.0,yes
60.0,retired,divorced,secondary,1.0,no,no,19.0,feb,302.0,1.0,yes
,management,married,tertiary,597.0,no,no,22.0,feb,392.0,1.0,yes
39.0,management,single,tertiary,763.0,no,no,22.0,feb,543.0,1.0,yes
27.0,,single,,326.0,no,no,22.0,feb,326.0,1.0,yes
35.0,management,married,tertiary,1380.0,no,no,23.0,feb,155.0,1.0,yes
80.0,,married,primary,0.0,no,no,23.0,feb,639.0,1.0,yes
47.0,admin.,married,secondary,368.0,no,no,23.0,feb,269.0,1.0,yes
72.0,retired,divorced,tertiary,438.0,no,no,23.0,feb,279.0,1.0,yes
45.0,management,single,tertiary,483.0,no,no,23.0,feb,95.0,2.0,yes
37.0,unemployed,married,tertiary,7620.0,no,no,23.0,feb,367.0,1.0,yes
29.0,self-employed,single,tertiary,805.0,no,no,23.0,feb,132.0,1.0,yes
40.0,management,single,tertiary,0.0,yes,no,23.0,feb,228.0,2.0,yes
32.0,management,married,tertiary,302.0,yes,yes,23.0,feb,61.0,1.0,yes
20.0,student,single,secondary,215.0,no,no,24.0,feb,175.0,1.0,yes
48.0,,married,tertiary,5473.0,no,no,24.0,feb,127.0,2.0,yes
60.0,admin.,married,secondary,106.0,no,no,24.0,feb,137.0,1.0,yes
70.0,retired,married,primary,2346.0,no,no,24.0,feb,694.0,1.0,yes
78.0,retired,divorced,secondary,3219.0,no,no,24.0,feb,151.0,1.0,yes
52.0,admin.,single,,2227.0,no,no,24.0,feb,242.0,2.0,yes
61.0,self-employed,divorced,tertiary,6610.0,no,no,24.0,feb,481.0,2.0,yes
27.0,services,single,secondary,195.0,yes,no,25.0,feb,416.0,3.0,yes
63.0,technician,married,secondary,973.0,no,no,25.0,feb,318.0,1.0,yes
59.0,technician,married,secondary,7766.0,yes,no,25.0,feb,1422.0,1.0,yes
22.0,student,single,secondary,948.0,no,no,25.0,feb,169.0,1.0,yes
66.0,management,married,,2149.0,yes,no,25.0,feb,98.0,1.0,yes
74.0,retired,married,primary,1413.0,no,no,25.0,feb,385.0,2.0,yes
52.0,technician,married,secondary,117.0,no,no,26.0,feb,959.0,3.0,yes
71.0,retired,divorced,secondary,0.0,no,no,26.0,feb,771.0,1.0,yes
33.0,management,married,tertiary,71.0,no,no,26.0,feb,335.0,3.0,yes
56.0,technician,married,secondary,1938.0,no,yes,26.0,feb,229.0,1.0,yes
30.0,management,single,tertiary,5359.0,no,no,26.0,feb,427.0,1.0,yes
73.0,retired,married,,519.0,no,no,26.0,feb,270.0,3.0,yes
28.0,blue-collar,single,secondary,-46.0,yes,no,2.0,mar,525.0,1.0,yes
27.0,technician,single,tertiary,1075.0,no,no,2.0,mar,658.0,1.0,yes
38.0,services,single,secondary,91.0,no,no,2.0,mar,207.0,1.0,yes
28.0,technician,single,secondary,598.0,yes,no,2.0,mar,177.0,1.0,yes
37.0,management,single,tertiary,1027.0,yes,no,2.0,mar,313.0,1.0,yes
47.0,technician,married,primary,235.0,no,no,2.0,mar,136.0,2.0,yes
60.0,retired,divorced,tertiary,2.0,no,no,2.0,mar,228.0,4.0,yes
42.0,technician,married,secondary,4945.0,yes,no,2.0,mar,311.0,2.0,yes
27.0,student,single,tertiary,311.0,no,no,2.0,mar,187.0,3.0,yes
25.0,student,single,secondary,154.0,no,no,3.0,mar,141.0,1.0,yes
90.0,retired,divorced,primary,712.0,no,no,3.0,mar,557.0,1.0,yes
29.0,student,single,,7585.0,no,no,3.0,mar,145.0,2.0,yes
29.0,technician,single,tertiary,2489.0,yes,no,3.0,mar,355.0,1.0,yes
63.0,retired,married,secondary,2896.0,no,no,4.0,mar,180.0,2.0,yes
32.0,management,single,tertiary,354.0,no,no,4.0,mar,177.0,2.0,yes
32.0,management,married,tertiary,2667.0,yes,no,4.0,mar,251.0,1.0,yes
42.0,management,married,tertiary,144.0,no,no,4.0,mar,148.0,1.0,yes
26.0,admin.,single,tertiary,760.0,yes,no,4.0,mar,456.0,2.0,yes
73.0,retired,single,secondary,1050.0,no,no,4.0,mar,562.0,3.0,yes
26.0,student,single,secondary,5296.0,no,no,5.0,mar,229.0,1.0,yes
60.0,admin.,married,secondary,12980.0,no,no,5.0,mar,115.0,1.0,yes
25.0,blue-collar,single,secondary,509.0,no,no,5.0,mar,418.0,1.0,yes
64.0,retired,married,tertiary,1644.0,no,no,5.0,mar,341.0,4.0,yes
68.0,retired,married,primary,451.0,no,no,5.0,mar,373.0,1.0,yes
39.0,services,married,secondary,53.0,no,no,5.0,mar,257.0,1.0,yes
40.0,unemployed,single,secondary,334.0,no,no,5.0,mar,219.0,1.0,yes
37.0,management,married,tertiary,6771.0,no,no,5.0,mar,319.0,1.0,yes
36.0,services,married,secondary,52.0,yes,no,5.0,mar,498.0,2.0,yes
33.0,management,divorced,tertiary,2240.0,no,no,8.0,mar,264.0,2.0,yes
83.0,retired,married,tertiary,4761.0,no,no,8.0,mar,659.0,1.0,yes
,technician,married,tertiary,1570.0,yes,no,8.0,mar,277.0,4.0,yes
64.0,unemployed,divorced,secondary,588.0,no,no,8.0,mar,409.0,1.0,yes
59.0,unemployed,married,secondary,957.0,no,no,8.0,mar,301.0,1.0,yes
33.0,management,single,tertiary,224.0,no,no,8.0,mar,241.0,2.0,yes
35.0,management,married,tertiary,2161.0,no,no,9.0,mar,139.0,2.0,yes
69.0,retired,married,,426.0,no,no,9.0,mar,225.0,1.0,yes
,management,single,tertiary,147.0,no,no,9.0,mar,469.0,1.0,yes
73.0,retired,married,primary,508.0,no,no,9.0,mar,176.0,1.0,yes
35.0,technician,married,secondary,294.0,yes,no,9.0,mar,301.0,1.0,yes
28.0,management,single,tertiary,1825.0,no,no,9.0,mar,236.0,1.0,yes
34.0,management,married,tertiary,158.0,no,no,9.0,mar,212.0,3.0,yes
33.0,management,married,tertiary,0.0,yes,no,9.0,mar,305.0,1.0,yes
36.0,services,married,secondary,4721.0,no,no,9.0,mar,288.0,2.0,yes
44.0,management,married,,282.0,no,no,9.0,mar,700.0,2.0,yes
19.0,student,single,,108.0,no,no,9.0,mar,273.0,2.0,yes
28.0,management,single,tertiary,187.0,no,no,9.0,mar,295.0,1.0,yes
51.0,blue-collar,married,primary,3764.0,no,no,9.0,mar,450.0,3.0,yes
52.0,unemployed,married,secondary,1416.0,no,no,10.0,mar,436.0,2.0,yes
61.0,retired,married,secondary,2801.0,yes,yes,10.0,mar,239.0,1.0,yes
39.0,management,married,tertiary,494.0,no,no,10.0,mar,106.0,2.0,yes
37.0,unemployed,married,secondary,1978.0,no,no,11.0,mar,335.0,1.0,yes
80.0,retired,married,primary,155.0,no,no,12.0,mar,290.0,1.0,yes
61.0,admin.,married,secondary,4608.0,no,no,12.0,mar,212.0,1.0,yes
72.0,retired,married,secondary,951.0,no,yes,12.0,mar,229.0,3.0,yes
36.0,management,married,tertiary,495.0,no,no,12.0,mar,213.0,3.0,yes
74.0,retired,married,tertiary,1843.0,no,no,15.0,mar,192.0,1.0,yes
35.0,blue-collar,married,secondary,262.0,no,no,15.0,mar,427.0,1.0,yes
82.0,retired,divorced,primary,0.0,no,no,15.0,mar,506.0,2.0,yes
71.0,retired,married,tertiary,3561.0,no,no,15.0,mar,577.0,7.0,yes
38.0,,single,secondary,465.0,yes,no,16.0,mar,180.0,1.0,yes
38.0,management,married,,76.0,no,no,16.0,mar,261.0,1.0,yes
,admin.,married,secondary,1796.0,no,no,16.0,mar,295.0,1.0,yes
29.0,management,single,tertiary,874.0,yes,no,16.0,mar,231.0,1.0,yes
64.0,retired,married,primary,2140.0,no,no,16.0,mar,881.0,3.0,yes
35.0,unemployed,single,secondary,295.0,no,no,17.0,mar,473.0,1.0,yes
35.0,admin.,married,secondary,304.0,no,no,18.0,mar,237.0,1.0,yes
46.0,management,divorced,tertiary,624.0,no,no,18.0,mar,420.0,1.0,yes
25.0,blue-collar,single,secondary,303.0,no,no,18.0,mar,265.0,1.0,yes
46.0,management,married,tertiary,273.0,yes,no,18.0,mar,910.0,2.0,yes
59.0,management,married,tertiary,3342.0,no,no,18.0,mar,467.0,2.0,yes
35.0,technician,single,secondary,1227.0,no,no,18.0,mar,593.0,4.0,yes
22.0,technician,single,secondary,283.0,yes,no,22.0,mar,254.0,2.0,yes
,management,single,tertiary,3384.0,no,no,22.0,mar,247.0,3.0,yes
43.0,management,divorced,tertiary,2367.0,no,no,22.0,mar,173.0,2.0,yes
35.0,management,single,tertiary,5958.0,yes,no,22.0,mar,215.0,1.0,yes
60.0,admin.,married,secondary,3735.0,no,no,22.0,mar,248.0,1.0,yes
54.0,management,married,secondary,2693.0,no,no,22.0,mar,222.0,1.0,yes
29.0,self-employed,single,tertiary,655.0,no,no,23.0,mar,273.0,1.0,yes
30.0,student,single,secondary,1681.0,no,no,23.0,mar,128.0,1.0,yes
28.0,management,single,tertiary,866.0,no,no,23.0,mar,191.0,2.0,yes
43.0,services,married,secondary,774.0,no,no,25.0,mar,101.0,1.0,yes
37.0,services,married,secondary,2678.0,no,no,25.0,mar,156.0,1.0,yes
,management,married,tertiary,3371.0,no,no,25.0,mar,187.0,1.0,yes
57.0,management,married,tertiary,10583.0,no,no,25.0,mar,272.0,1.0,yes
33.0,management,single,tertiary,4176.0,no,no,26.0,mar,288.0,3.0,yes
47.0,management,single,tertiary,334.0,yes,no,26.0,mar,360.0,1.0,yes
39.0,technician,single,tertiary,393.0,no,no,26.0,mar,281.0,1.0,yes
30.0,self-employed,single,tertiary,916.0,no,no,29.0,mar,92.0,2.0,yes
28.0,admin.,single,tertiary,832.0,no,no,29.0,mar,433.0,3.0,yes
57.0,management,divorced,tertiary,3287.0,no,no,30.0,mar,277.0,2.0,yes
23.0,services,single,secondary,488.0,no,no,30.0,mar,236.0,1.0,yes
56.0,,single,tertiary,1947.0,no,no,30.0,mar,110.0,1.0,yes
44.0,admin.,divorced,tertiary,558.0,yes,no,31.0,mar,262.0,2.0,yes
80.0,retired,divorced,primary,235.0,no,no,31.0,mar,577.0,1.0,yes
47.0,management,married,tertiary,288.0,no,no,31.0,mar,193.0,1.0,yes
27.0,student,single,secondary,6036.0,no,no,31.0,mar,175.0,1.0,yes
26.0,management,single,tertiary,3.0,yes,yes,1.0,apr,149.0,1.0,yes
50.0,technician,divorced,secondary,0.0,no,no,1.0,apr,280.0,1.0,yes
84.0,retired,married,secondary,81204.0,no,no,1.0,apr,390.0,1.0,yes
86.0,retired,married,primary,5236.0,no,no,1.0,apr,558.0,2.0,yes
46.0,management,married,,2466.0,no,no,1.0,apr,216.0,3.0,yes
45.0,technician,married,secondary,1348.0,no,yes,1.0,apr,358.0,2.0,yes
60.0,blue-collar,married,primary,7929.0,no,no,1.0,apr,111.0,1.0,yes
47.0,admin.,married,secondary,70.0,yes,no,5.0,apr,144.0,4.0,yes
,admin.,married,secondary,459.0,no,no,5.0,apr,558.0,1.0,yes
54.0,technician,married,secondary,2102.0,yes,no,5.0,apr,547.0,1.0,yes
19.0,student,single,secondary,394.0,no,no,5.0,apr,327.0,3.0,yes
24.0,student,single,secondary,4126.0,no,no,5.0,apr,907.0,4.0,yes
39.0,management,divorced,tertiary,224.0,no,no,5.0,apr,208.0,1.0,yes
,technician,married,tertiary,9001.0,no,no,5.0,apr,170.0,1.0,yes
29.0,management,single,,560.0,no,no,5.0,apr,459.0,1.0,yes
30.0,management,married,tertiary,102.0,yes,no,5.0,apr,470.0,7.0,yes
32.0,management,single,secondary,1088.0,yes,no,6.0,apr,317.0,1.0,yes
33.0,self-employed,single,tertiary,562.0,yes,yes,6.0,apr,196.0,1.0,yes
33.0,management,single,tertiary,718.0,yes,no,6.0,apr,122.0,1.0,yes
57.0,retired,married,,230.0,no,no,6.0,apr,177.0,2.0,yes
27.0,technician,single,tertiary,-67.0,yes,no,6.0,apr,604.0,3.0,yes
55.0,management,married,tertiary,3848.0,yes,no,8.0,apr,222.0,2.0,yes
36.0,management,single,tertiary,579.0,no,no,12.0,apr,481.0,1.0,yes
26.0,management,single,tertiary,1646.0,no,no,12.0,apr,524.0,4.0,yes
,admin.,married,secondary,1229.0,no,no,12.0,apr,176.0,1.0,yes
25.0,unemployed,single,primary,129.0,no,no,12.0,apr,176.0,3.0,yes
49.0,admin.,married,secondary,197.0,yes,no,13.0,apr,223.0,1.0,yes
30.0,management,single,tertiary,3779.0,no,no,13.0,apr,1093.0,1.0,yes
32.0,management,single,tertiary,2016.0,no,no,13.0,apr,232.0,1.0,yes
36.0,management,single,tertiary,436.0,no,no,13.0,apr,567.0,1.0,yes
38.0,management,married,tertiary,413.0,no,no,13.0,apr,240.0,1.0,yes
45.0,blue-collar,single,primary,116.0,no,no,13.0,apr,122.0,1.0,yes
36.0,management,single,,62.0,no,no,13.0,apr,398.0,2.0,yes
23.0,student,single,secondary,107.0,no,no,13.0,apr,256.0,5.0,yes
38.0,technician,married,secondary,497.0,no,no,14.0,apr,173.0,1.0,yes
44.0,services,married,primary,2557.0,yes,no,14.0,apr,250.0,1.0,yes
35.0,management,single,tertiary,2646.0,no,no,14.0,apr,133.0,8.0,yes
75.0,retired,married,secondary,3771.0,no,no,15.0,apr,185.0,1.0,yes
26.0,technician,single,tertiary,1066.0,no,no,15.0,apr,200.0,1.0,yes
59.0,technician,married,secondary,1.0,no,no,15.0,apr,159.0,2.0,yes
30.0,management,single,tertiary,232.0,no,no,15.0,apr,141.0,1.0,yes
36.0,blue-collar,married,primary,1177.0,no,no,15.0,apr,330.0,1.0,yes
39.0,technician,married,secondary,603.0,no,yes,15.0,apr,214.0,1.0,yes
24.0,management,single,tertiary,736.0,yes,no,15.0,apr,442.0,2.0,yes
22.0,services,single,secondary,129.0,no,no,15.0,apr,218.0,2.0,yes
36.0,management,married,tertiary,-115.0,yes,no,16.0,apr,297.0,4.0,yes
22.0,management,single,tertiary,104.0,no,yes,16.0,apr,330.0,3.0,yes
34.0,management,married,tertiary,589.0,no,no,19.0,apr,125.0,2.0,yes
22.0,student,single,primary,3472.0,no,no,19.0,apr,529.0,1.0,yes
57.0,management,married,tertiary,2845.0,yes,no,19.0,apr,1143.0,5.0,yes
30.0,student,single,tertiary,7529.0,no,no,20.0,apr,175.0,6.0,yes
55.0,unemployed,divorced,secondary,309.0,no,no,20.0,apr,167.0,1.0,yes
38.0,blue-collar,divorced,secondary,0.0,yes,no,20.0,apr,162.0,1.0,yes
39.0,blue-collar,single,secondary,1672.0,yes,no,20.0,apr,462.0,1.0,yes
38.0,technician,single,secondary,1711.0,no,no,20.0,apr,379.0,3.0,yes
24.0,admin.,single,secondary,1295.0,no,no,21.0,apr,476.0,1.0,yes
30.0,student,single,secondary,2046.0,no,no,21.0,apr,595.0,3.0,yes
29.0,blue-collar,single,tertiary,455.0,no,no,21.0,apr,403.0,1.0,yes
25.0,student,single,,722.0,no,no,21.0,apr,623.0,2.0,yes
52.0,technician,married,secondary,371.0,yes,yes,21.0,apr,224.0,2.0,yes
,management,married,tertiary,997.0,no,no,22.0,apr,554.0,1.0,yes
40.0,technician,married,tertiary,206.0,no,no,23.0,apr,499.0,6.0,yes
76.0,retired,married,secondary,820.0,no,no,23.0,apr,263.0,4.0,yes
,admin.,single,secondary,410.0,no,no,23.0,apr,342.0,1.0,yes
42.0,self-employed,married,secondary,1216.0,yes,no,23.0,apr,296.0,1.0,yes
43.0,technician,single,,11115.0,no,no,23.0,apr,291.0,1.0,yes
73.0,retired,married,primary,796.0,no,no,23.0,apr,888.0,1.0,yes
41.0,management,divorced,tertiary,5037.0,no,no,23.0,apr,252.0,9.0,yes
77.0,management,married,,1780.0,yes,no,23.0,apr,361.0,2.0,yes
46.0,admin.,divorced,primary,429.0,yes,no,26.0,apr,465.0,2.0,yes
35.0,technician,married,secondary,2779.0,no,no,26.0,apr,182.0,2.0,yes
26.0,management,single,tertiary,222.0,no,no,26.0,apr,192.0,1.0,yes
45.0,blue-collar,single,secondary,0.0,yes,no,26.0,apr,1472.0,1.0,yes
29.0,management,single,tertiary,1445.0,no,no,26.0,apr,328.0,2.0,yes
30.0,technician,single,tertiary,655.0,no,no,26.0,apr,212.0,1.0,yes
26.0,unemployed,single,tertiary,77.0,no,no,26.0,apr,175.0,1.0,yes
63.0,blue-collar,married,primary,115.0,no,no,27.0,apr,325.0,1.0,yes
37.0,unemployed,single,secondary,2722.0,no,no,27.0,apr,426.0,2.0,yes
26.0,management,single,tertiary,1438.0,no,no,27.0,apr,321.0,1.0,yes
54.0,admin.,married,,140.0,no,no,27.0,apr,473.0,2.0,yes
30.0,admin.,single,secondary,,yes,no,27.0,apr,370.0,1.0,yes
61.0,retired,married,secondary,1058.0,no,no,27.0,apr,159.0,3.0,yes
69.0,retired,married,secondary,0.0,no,no,28.0,apr,184.0,2.0,yes
76.0,self-employed,married,,4984.0,no,no,28.0,apr,403.0,1.0,yes
30.0,management,single,tertiary,697.0,no,no,28.0,apr,545.0,2.0,yes
64.0,retired,married,secondary,4787.0,no,no,28.0,apr,392.0,1.0,yes
55.0,,married,secondary,962.0,yes,no,28.0,apr,623.0,1.0,yes
55.0,technician,married,tertiary,1320.0,no,no,28.0,apr,387.0,2.0,yes
29.0,management,single,tertiary,2955.0,no,no,29.0,apr,226.0,2.0,yes
41.0,unemployed,married,tertiary,0.0,no,no,29.0,apr,882.0,1.0,yes
63.0,retired,married,primary,12067.0,no,no,29.0,apr,660.0,1.0,yes
45.0,admin.,married,secondary,3006.0,no,no,29.0,apr,388.0,2.0,yes
32.0,technician,single,tertiary,388.0,no,no,29.0,apr,250.0,3.0,yes
41.0,self-employed,married,tertiary,0.0,yes,no,29.0,apr,395.0,3.0,yes
37.0,management,married,secondary,565.0,no,no,29.0,apr,449.0,1.0,yes
19.0,student,single,secondary,329.0,no,no,30.0,apr,169.0,1.0,yes
61.0,retired,divorced,secondary,4243.0,no,no,30.0,apr,315.0,1.0,yes
40.0,unemployed,single,tertiary,72.0,no,no,30.0,apr,463.0,1.0,yes
30.0,management,married,tertiary,4328.0,no,no,30.0,apr,262.0,3.0,yes
54.0,technician,married,tertiary,395.0,no,no,30.0,apr,183.0,1.0,yes
49.0,admin.,married,secondary,0.0,no,no,30.0,apr,551.0,1.0,yes
45.0,admin.,married,secondary,205.0,no,no,4.0,may,552.0,1.0,yes
48.0,blue-collar,married,secondary,1730.0,yes,no,4.0,may,361.0,1.0,yes
60.0,blue-collar,married,primary,5.0,no,no,4.0,may,494.0,1.0,yes
34.0,unemployed,single,secondary,1965.0,no,no,4.0,may,714.0,1.0,yes
29.0,,single,tertiary,19.0,no,no,4.0,may,268.0,1.0,yes
77.0,retired,married,tertiary,7802.0,no,no,4.0,may,421.0,1.0,yes
64.0,management,married,,2352.0,no,no,4.0,may,153.0,2.0,yes
80.0,retired,married,primary,155.0,no,no,4.0,may,209.0,1.0,yes
26.0,technician,single,tertiary,401.0,no,no,5.0,may,188.0,2.0,yes
33.0,admin.,married,tertiary,79.0,yes,no,5.0,may,389.0,1.0,yes
41.0,technician,single,tertiary,1646.0,yes,no,5.0,may,258.0,1.0,yes
28.0,management,single,tertiary,437.0,no,no,5.0,may,338.0,1.0,yes
74.0,retired,married,secondary,935.0,no,no,5.0,may,226.0,1.0,yes
29.0,student,single,,2929.0,no,no,5.0,may,232.0,1.0,yes
72.0,retired,married,primary,2304.0,no,no,5.0,may,510.0,4.0,yes
18.0,student,single,,348.0,no,no,5.0,may,443.0,4.0,yes
46.0,blue-collar,married,secondary,640.0,yes,no,6.0,may,246.0,1.0,yes
37.0,technician,married,tertiary,88.0,no,no,6.0,may,195.0,1.0,yes
37.0,management,married,tertiary,2283.0,no,no,6.0,may,243.0,2.0,yes
32.0,technician,married,secondary,473.0,no,yes,7.0,may,292.0,3.0,yes
51.0,technician,married,tertiary,0.0,no,no,7.0,may,662.0,2.0,yes
77.0,,married,,397.0,no,no,7.0,may,300.0,3.0,yes
35.0,management,married,tertiary,62.0,no,no,7.0,may,226.0,2.0,yes
,management,married,tertiary,3634.0,no,no,7.0,may,211.0,4.0,yes
46.0,management,married,tertiary,273.0,yes,no,10.0,may,583.0,6.0,yes
78.0,retired,divorced,secondary,3417.0,no,no,12.0,may,309.0,1.0,yes
34.0,technician,married,secondary,133.0,no,no,12.0,may,171.0,2.0,yes
54.0,management,married,tertiary,1624.0,no,no,12.0,may,166.0,3.0,yes
33.0,services,married,secondary,386.0,no,no,12.0,may,317.0,1.0,yes
23.0,student,single,,2530.0,no,no,12.0,may,411.0,1.0,yes
34.0,technician,single,tertiary,2838.0,yes,no,13.0,may,620.0,3.0,yes
32.0,unemployed,single,secondary,1026.0,yes,no,13.0,may,289.0,1.0,yes
54.0,,married,secondary,2206.0,no,no,13.0,may,260.0,1.0,yes
40.0,admin.,married,secondary,260.0,yes,no,13.0,may,306.0,1.0,yes
63.0,retired,divorced,tertiary,0.0,no,no,13.0,may,263.0,1.0,yes
37.0,management,married,tertiary,2987.0,yes,no,13.0,may,216.0,1.0,yes
48.0,blue-collar,married,secondary,1230.0,yes,no,13.0,may,328.0,2.0,yes
28.0,technician,single,secondary,2335.0,no,no,13.0,may,624.0,1.0,yes
35.0,management,married,tertiary,8000.0,no,no,13.0,may,331.0,1.0,yes
29.0,management,single,tertiary,-27.0,no,no,13.0,may,270.0,1.0,yes
68.0,retired,married,secondary,1146.0,no,no,13.0,may,356.0,1.0,yes
,blue-collar,single,secondary,1004.0,no,no,13.0,may,393.0,1.0,yes
37.0,technician,single,tertiary,197.0,no,no,13.0,may,234.0,1.0,yes
58.0,admin.,married,secondary,169.0,no,no,13.0,may,336.0,3.0,yes
37.0,management,married,tertiary,393.0,yes,no,14.0,may,567.0,3.0,yes
37.0,admin.,married,tertiary,29.0,no,no,14.0,may,404.0,2.0,yes
34.0,admin.,married,secondary,920.0,no,no,14.0,may,526.0,3.0,yes
50.0,admin.,married,secondary,3608.0,yes,no,14.0,may,196.0,8.0,yes
56.0,management,married,primary,870.0,no,no,14.0,may,220.0,1.0,yes
57.0,retired,married,primary,9367.0,no,no,14.0,may,700.0,4.0,yes
29.0,unemployed,single,primary,1374.0,no,no,14.0,may,1205.0,2.0,yes
75.0,retired,married,tertiary,6027.0,no,no,14.0,may,809.0,1.0,yes
24.0,management,single,tertiary,1.0,no,no,14.0,may,396.0,5.0,yes
46.0,management,married,tertiary,349.0,no,no,14.0,may,466.0,4.0,yes
27.0,student,single,tertiary,39.0,no,no,17.0,may,379.0,1.0,yes
52.0,management,married,tertiary,583.0,no,no,17.0,may,376.0,1.0,yes
38.0,management,married,tertiary,1276.0,no,no,17.0,may,272.0,2.0,yes
33.0,management,single,tertiary,2364.0,no,no,17.0,may,508.0,1.0,yes
,admin.,married,secondary,53.0,yes,no,18.0,may,387.0,1.0,yes
64.0,retired,married,secondary,1612.0,no,no,18.0,may,336.0,1.0,yes
84.0,retired,divorced,primary,639.0,no,no,18.0,may,353.0,3.0,yes
,retired,married,secondary,3114.0,no,no,18.0,may,243.0,2.0,yes
41.0,admin.,married,tertiary,1.0,yes,no,18.0,may,327.0,2.0,yes
29.0,admin.,single,secondary,1070.0,yes,no,19.0,may,30.0,1.0,yes
,technician,married,secondary,195.0,yes,no,19.0,may,472.0,1.0,yes
30.0,technician,single,secondary,3144.0,no,no,19.0,may,212.0,2.0,yes
37.0,management,married,tertiary,3236.0,no,no,20.0,may,291.0,2.0,yes
78.0,retired,married,,3208.0,no,no,20.0,may,351.0,3.0,yes
47.0,blue-collar,married,secondary,1568.0,yes,no,21.0,may,226.0,3.0,yes
61.0,technician,married,secondary,1191.0,no,no,21.0,may,214.0,4.0,yes
46.0,self-employed,married,secondary,706.0,no,no,21.0,may,588.0,1.0,yes
,unemployed,single,secondary,2616.0,no,no,21.0,may,374.0,1.0,yes
21.0,student,single,secondary,215.0,no,no,24.0,may,382.0,1.0,yes
71.0,retired,married,primary,3230.0,no,no,24.0,may,341.0,2.0,yes
52.0,admin.,single,secondary,726.0,yes,no,24.0,may,699.0,1.0,yes
25.0,student,single,secondary,3713.0,no,no,24.0,may,323.0,2.0,yes
60.0,technician,married,secondary,0.0,no,no,25.0,may,641.0,4.0,yes
30.0,admin.,single,secondary,265.0,yes,no,25.0,may,681.0,1.0,yes
29.0,unemployed,single,tertiary,70.0,no,no,25.0,may,393.0,1.0,yes
52.0,management,married,tertiary,388.0,no,no,25.0,may,272.0,1.0,yes
59.0,management,married,primary,1727.0,no,no,25.0,may,500.0,4.0,yes
38.0,technician,married,secondary,205.0,no,no,26.0,may,332.0,1.0,yes
33.0,services,single,secondary,2881.0,no,no,26.0,may,289.0,1.0,yes
,technician,single,secondary,846.0,no,no,26.0,may,405.0,3.0,yes
40.0,technician,married,secondary,2266.0,no,no,26.0,may,175.0,3.0,yes
